Country Name,Country Code,Series Name,Series Code,Series_type,2021 [YR2021],2022 [YR2022],2023 [YR2023],series_type,2021Q1 [YR2021Q1],2021Q2 [YR2021Q2],2021Q3 [YR2021Q3],2021Q4 [YR2021Q4],2022Q1 [YR2022Q1],2022Q2 [YR2022Q2],2022Q3 [YR2022Q3],2022Q4 [YR2022Q4],2023Q1 [YR2023Q1],2023Q2 [YR2023Q2],2023Q3 [YR2023Q3],2023Q4 [YR2023Q4]
United States,USA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,..,..,..,Electricity production,,,,,,,,,,,,
United States,USA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,..,..,..,Electricity production,,,,,,,,,,,,
United States,USA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,..,..,..,Electricity production,,,,,,,,,,,,
United States,USA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,..,..,..,Electricity production,,,,,,,,,,,,
United States,USA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,,..,..,..,Electricity production,,,,,,,,,,,,
United States,USA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,..,..,..,Electricity production,,,,,,,,,,,,
United States,USA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,,..,..,..,Electricity production,,,,,,,,,,,,
United States,USA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,..,..,..,Electricity production,,,,,,,,,,,,
United States,USA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,,..,..,..,Electricity production,,,,,,,,,,,,
United States,USA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,..,..,..,Electricity production,,,,,,,,,,,,
United States,USA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,,1.27420725,1.223211094,1.181558698,Employment,,,,,,,,,,,,
United States,USA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,,3.781347827,3.608850979,3.468430495,Employment,,,,,,,,,,,,
United States,USA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,1.662402861,1.620543798,1.569609917,Employment,,,,,,,,,,,,
United States,USA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,0.993735663,0.992310789,0.986813617,Employment,,,,,,,,,,,,
United States,USA,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,,2.21511457,2.141272049,2.059249682,Employment,,,,,,,,,,,,
United States,USA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,..,..,..,Energy,,,,,,,,,,,,
United States,USA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,,..,..,..,Energy,,,,,,,,,,,,
United States,USA,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,,4.24,4.17,..,Energy,,,,,,,,,,,,
United States,USA,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,,..,..,..,Energy,,,,,,,,,,,,
United States,USA,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,0,..,..,health expenditure per capita,,,,,,,,,,,,
United States,USA,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,,0,..,..,health expenditure per capita,,,,,,,,,,,,
United States,USA,F-gases emissions from Industrial Processes (Mt CO2e),EN.GHG.FGAS.IP.MT.CE.AR5,,205.0458,210.4533,216.0088,F-gases emissions from Industrial Processes (Mt CO2e),,,,,,,,,,,,
United States,USA,Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,,..,..,..,Firms experiencing losses due to theft and vandalism (% of firms),,,,,,,,,,,,
United States,USA,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,,..,..,..,Firms experiencing electrical outages (% of firms),,,,,,,,,,,,
United States,USA,"Fish species, threatened",EN.FSH.THRD.NO,,..,..,..,"Fish species, threatened",,,,,,,,,,,,
United States,USA,Fixed broadband subscriptions,IT.NET.BBND,,126000000,128000000,131000000,Fixed broadband subscriptions,,,,,,,,,,,,
United States,USA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,37.0074,37.4914,38.0508,Fixed broadband subscriptions,,,,,,,,,,,,
United States,USA,Forest area (sq. km),AG.LND.FRST.K2,,3097950,3097950,..,Forest indicators,,,,,,,,,,,,
United States,USA,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,0.037712514,..,..,Forest indicators,,,,,,,,,,,,
United States,USA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,..,..,..,Fossil fuel energy consumption (% of total),,,,,,,,,,,,
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,,33.86692641,33.86692641,..,Forest indicators,,,,,,,,,,,,
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,,15.92209481,21.41016561,18.67748725,Fuel indicator,,,,,,,,,,,,
United States,USA,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,7.628359259,9.565535676,8.412266163,Fuel indicator,,,,,,,,,,,,
United States,USA,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,..,..,..,Investment,,,,,,,,,,,,
United States,USA,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,..,..,..,Investment,,,,,,,,,,,,
United States,USA,Land under cereal production (hectares),AG.LND.CREL.HA,,54729333,50911502,..,production,,,,,,,,,,,,
United States,USA,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,,28.16198427,..,..,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,,,,,,,,,,,,
United States,USA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,110.06,110.55,..,production,,,,,,,,,,,,
United States,USA,Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,,..,..,..,Losses due to theft and vandalism (% of annual sales for affected firms),,,,,,,,,,,,
United States,USA,Methane (CH4) emissions from Agriculture (Mt CO2e),EN.GHG.CH4.AG.MT.CE.AR5,,259.9509,255.6978,254.9747,Methane (CH4) emissions,,,,,,,,,,,,
United States,USA,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CH4.MT.CE.AR5,,833.7107,846.1833,861.3611,Methane (CH4) emissions,,,,,,,,,,,,
United States,USA,Methane (CH4) emissions from Building (Energy) (Mt CO2e),EN.GHG.CH4.BU.MT.CE.AR5,,8.4966,9.1158,9.1688,Methane (CH4) emissions,,,,,,,,,,,,
United States,USA,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CH4.FE.MT.CE.AR5,,411.8391,426.9178,442.0622,Methane (CH4) emissions,,,,,,,,,,,,
United States,USA,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CH4.IC.MT.CE.AR5,,1.553,1.4976,1.4794,Methane (CH4) emissions,,,,,,,,,,,,
United States,USA,Methane (CH4) emissions from Industrial Processes (Mt CO2e),EN.GHG.CH4.IP.MT.CE.AR5,,1.0854,1.1362,1.1408,Methane (CH4) emissions,,,,,,,,,,,,
United States,USA,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CH4.PI.MT.CE.AR5,,1.9071,1.8884,1.9154,Methane (CH4) emissions,,,,,,,,,,,,
United States,USA,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CH4.TR.MT.CE.AR5,,3.5505,3.5976,3.6152,Methane (CH4) emissions,,,,,,,,,,,,
United States,USA,Methane (CH4) emissions from Waste (Mt CO2e),EN.GHG.CH4.WA.MT.CE.AR5,,145.3282,146.3322,147.0045,Methane (CH4) emissions,,,,,,,,,,,,
United States,USA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,0.101999501,..,..,Mineral rents (% of GDP),,,,,,,,,,,,
United States,USA,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,,9.2595,9.3973,9.537,Nitrous oxide (N2O) emissions,,,,,,,,,,,,
United States,USA,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,,20.9738,21.3674,21.6431,Nitrous oxide (N2O) emissions,,,,,,,,,,,,
United States,USA,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,,7.599,6.9986,5.8421,Nitrous oxide (N2O) emissions,,,,,,,,,,,,
United States,USA,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,,33.9071,34.8685,34.7728,Nitrous oxide (N2O) emissions,,,,,,,,,,,,
United States,USA,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,,2.0222,1.9514,1.9258,Nitrous oxide (N2O) emissions,,,,,,,,,,,,
United States,USA,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,,0.2889,0.2812,0.2958,Nitrous oxide (N2O) emissions,,,,,,,,,,,,
United States,USA,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),EN.GHG.N2O.BU.MT.CE.AR5,,5.6725,5.8284,5.882,Nitrous oxide (N2O) emissions,,,,,,,,,,,,
United States,USA,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),EN.GHG.N2O.AG.MT.CE.AR5,,133.7699,132.1088,131.3947,Nitrous oxide (N2O) emissions,,,,,,,,,,,,
United States,USA,Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.N2O.MT.CE.AR5,,213.493,212.8015,211.2933,Nitrous oxide (N2O) emissions,,,,,,,,,,,,
United States,USA,Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.N2O.ZG.AR5,,-3.385160108,-3.698093842,-4.38061974,Nitrous oxide (N2O) emissions,,,,,,,,,,,,
United States,USA,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,,18.06254835,18.14201729,17.79796745,Total greenhouse gas emissions,,,,,,,,,,,,
United States,USA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,5997.6507,6046.2157,5960.8044,Total greenhouse gas emissions,,,,,,,,,,,,
United States,USA,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,,..,..,..,Total greenhouse gas emissions,,,,,,,,,,,,
United States,USA,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,,-3.408503062,-2.626369143,-4.001908623,Total greenhouse gas emissions,,,,,,,,,,,,
United States,USA,Total fisheries production (metric tons),ER.FSH.PROD.MT,,4769525.12,4741659.94,..,production,,,,,,,,,,,,
Germany,DEU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,100,100,..,Access to clean fuels and technologies for cooking,,,,,,,,,,,,
Germany,DEU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,,100,100,..,Access to clean fuels and technologies for cooking,,,,,,,,,,,,
Germany,DEU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,,100,100,..,Access to clean fuels and technologies for cooking,,,,,,,,,,,,
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,100,100,..,Access to electricity,,,,,,,,,,,,
Germany,DEU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,100,100,..,Access to electricity,,,,,,,,,,,,
Germany,DEU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,,100,100,..,Access to electricity,,,,,,,,,,,,
Germany,DEU,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,0,..,..,Adjusted savings,,,,,,,,,,,,
Germany,DEU,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,,0,..,..,Adjusted savings,,,,,,,,,,,,
Germany,DEU,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,,0.029548563,..,..,Adjusted savings,,,,,,,,,,,,
Germany,DEU,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,,0,..,..,Adjusted savings,,,,,,,,,,,,
Germany,DEU,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,,0,..,..,Adjusted savings,,,,,,,,,,,,
Germany,DEU,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,1303395270,..,..,Adjusted savings,,,,,,,,,,,,
Germany,DEU,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,0.029548563,..,..,Adjusted savings,,,,,,,,,,,,
Germany,DEU,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,,2697251294,..,..,Adjusted savings,,,,,,,,,,,,
Germany,DEU,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,,0.061147912,..,..,Adjusted savings,,,,,,,,,,,,
Germany,DEU,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,..,..,..,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,47.48561779,47.50114495,..,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,Agricultural land (sq. km),AG.LND.AGRI.K2,,165910,..,..,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,1.274992141,1.158877042,1.00865102,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,,0.88240256,0.88709611,0.723593261,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,0.742181337,1.003958167,0.841992092,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,13.88000944,2.643117826,0.641628122,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,,28277464926,29024871642,29211103381,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,,25486378000,26160013000,26327863000,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,,27286000000,39695000000,35242000000,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,32272252101,41800765691,38106068969,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,,54380.93844,54958.6171,57378.26094,Agriculture indicators,,,,,,,,,,,,
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,11533.04854,..,..,Air transport,,,,,,,,,,,,
Germany,DEU,"Air transport, passengers carried",IS.AIR.PSGR,,33073180,..,..,Air transport,,,,,,,,,,,,
Germany,DEU,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,368400,..,..,Air transport,,,,,,,,,,,,
Germany,DEU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,..,..,..,Alternative and nuclear energy (% of total energy use),,,,,,,,,,,,
Germany,DEU,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,4.166591548,..,..,Annual freshwater withdrawals,,,,,,,,,,,,
Germany,DEU,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,,41.53374175,..,..,Annual freshwater withdrawals,,,,,,,,,,,,
Germany,DEU,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,,54.2996667,..,..,Annual freshwater withdrawals,,,,,,,,,,,,
Germany,DEU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,24.10520467,..,..,Annual freshwater withdrawals,,,,,,,,,,,,
Germany,DEU,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,25.792569,..,..,Annual freshwater withdrawals,,,,,,,,,,,,
Germany,DEU,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,32649,26545,..,Annual freshwater withdrawals,,,,,,,,,,,,
Germany,DEU,Arable land (% of land area),AG.LND.ARBL.ZS,,33.36672486,33.36672773,..,Arable land,,,,,,,,,,,,
Germany,DEU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.140126798,..,..,Arable land,,,,,,,,,,,,
Germany,DEU,Arable land (hectares),AG.LND.ARBL.HA,,11658000,..,..,Arable land,,,,,,,,,,,,
Germany,DEU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,,240000000,288000000,204000000,Armed forces,,,,,,,,,,,,
Germany,DEU,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,,857000000,1481000000,3287000000,Armed forces,,,,,,,,,,,,
Germany,DEU,"Armed forces personnel, total",MS.MIL.TOTL.P1,,..,..,..,Armed forces,,,,,,,,,,,,
Germany,DEU,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,..,..,..,Armed forces,,,,,,,,,,,,
Germany,DEU,Battle-related deaths (number of people),VC.BTL.DETH,,..,..,..,Armed forces,,,,,,,,,,,,
Germany,DEU,"Bird species, threatened",EN.BIR.THRD.NO,,..,..,..,"Bird species, threatened",,,,,,,,,,,,
Germany,DEU,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,,..,..,..,Broad money,,,,,,,,,,,,
Germany,DEU,Broad money (current LCU),FM.LBL.BMNY.CN,,..,..,..,Broad money,,,,,,,,,,,,
Germany,DEU,Broad money growth (annual %),FM.LBL.BMNY.ZG,,..,..,..,Broad money,,,,,,,,,,,,
Germany,DEU,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,,..,..,..,Broad money,,,,,,,,,,,,
Germany,DEU,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,187652.27,179721,..,Broad money,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,,-33.09153436,-34.89820061,-42.45484544,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,,677.8039,659.5018,582.9506,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,8.147065538,7.870139121,6.999887128,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,,0.6946,0.6193,0.566,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,,129.4108,128.6194,123.6489,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,,28.7903,27.5219,24.0193,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,,92.6406,85.6557,78.2833,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,,45.3731,39.6942,39.1171,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,,233.5864,229.6395,177.5638,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,,147.2432,147.7071,139.7212,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,,0.0649,0.0448,0.0309,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),EN.GHG.CO2.LU.DF.MT.CE.AR5,,..,..,..,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),EN.GHG.CO2.LU.FL.MT.CE.AR5,,..,..,..,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),EN.GHG.CO2.LU.OS.MT.CE.AR5,,..,..,..,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),EN.GHG.CO2.LU.OL.MT.CE.AR5,,..,..,..,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),EN.GHG.CO2.LU.MT.CE.AR5,,..,..,..,Carbon dioxide (CO2) emissions,,,,,,,,,,,,
Germany,DEU,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,,0.130406538,0.12517079,0.11093726,Carbon intensity of GDP,,,,,,,,,,,,
Germany,DEU,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,,0.185587553,0.178136318,0.157879925,Carbon intensity of GDP,,,,,,,,,,,,
Germany,DEU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,,..,..,..,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,,,,,,,,,,,
Germany,DEU,Cereal production (metric tons),AG.PRD.CREL.MT,,42359400,43479000,..,production,,,,,,,,,,,,
Germany,DEU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,6998.1,7126.1,..,production,,,,,,,,,,,,
Germany,DEU,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,,3.649205129,..,..,Chemicals (% of value added in manufacturing),,,,,,,,,,,,
Germany,DEU,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,,0.014480866,..,..,Coal rents (% of GDP),,,,,,,,,,,,
Germany,DEU,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,,..,..,..,Combustible renewables and waste (% of total energy),,,,,,,,,,,,
Germany,DEU,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,,..,..,..,Coverage of social insurance programs,,,,,,,,,,,,
Germany,DEU,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,,..,..,..,Coverage of social insurance programs,,,,,,,,,,,,
Germany,DEU,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,,..,..,..,Coverage of social insurance programs,,,,,,,,,,,,
Germany,DEU,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,,..,..,..,Coverage of social insurance programs,,,,,,,,,,,,
Germany,DEU,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,..,..,..,Coverage of social insurance programs,,,,,,,,,,,,
Germany,DEU,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,,..,..,..,Coverage of social insurance programs,,,,,,,,,,,,
Germany,DEU,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,90.39,91.48,..,production,,,,,,,,,,,,
Germany,DEU,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,..,..,..,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,,37.38505936,38.37149048,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,93.53834534,93.95913696,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,,93.93846893,94.34603882,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,,93.1566391,93.59159088,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,,29.04074669,29.20609856,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,,33.45346069,33.31141663,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,,99.33370972,99.33924866,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,,99.00246429,98.99658966,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,,25.31245613,25.79913902,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,,98.6864624,98.67108154,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,,39.42298508,40.19683456,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,,41.55919647,42.11832809,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,,12.27093697,12.27674007,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,,1.683730483,1.756202221,..,Educational attainment,,,,,,,,,,,,
Germany,DEU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,..,..,..,Electricity production,,,,,,,,,,,,
