Country Name,Series Name,Series Code,series_type,2021 [YR2021],2022 [YR2022],2023 [YR2023],Country Code_CHN,Country Code_DEU,Country Code_IND,Country Code_JPN,Country Code_USA
China,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,Pillar indicators,42.4,43.8,43.8,1,0,0,0,0
China,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,Pillar indicators,77.51875,73.8625,78.74375,1,0,0,0,0
China,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,Pillar indicators,41.575,41.575,41.575,1,0,0,0,0
China,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,Pillar indicators,83.4,73.4,73.4,1,0,0,0,0
China,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),SPI.D1.5.POV,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),1,1,1,1,0,0,0,0
China,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,Survey,0.33,0.33,0.33,1,0,0,0,0
China,Business process,SPI.D5.2.10.GSBP,Business process,1,1,1,1,0,0,0,0
China,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,Survey,0,0,0,1,0,0,0,0
China,Dimension 1.5: Data use by international organizations,SPI.DIM1.5.INDEX,Dimension indicators,0.834,0.734,0.734,1,0,0,0,0
China,Dimension 5.2: Standards and Methods,SPI.DIM5.2.INDEX,Dimension indicators,0.5,0.5,0.6,1,0,0,0,0
China,Dimension 5.1: Legislation and governance,SPI.DIM5.1.INDEX,Dimension indicators,1,1,1,1,0,0,0,0
China,Dimension 4.3: Geospatial Data,SPI.DIM4.3.INDEX,Dimension indicators,0.331,0.331,0.331,1,0,0,0,0
China,Dimension 4.2: Administrative Data,SPI.DIM4.2.INDEX,Dimension indicators,0,0,0,1,0,0,0,0
China,GOAL 11: Sustainable Cities and Communities (5 year moving average),SPI.D3.11.CITY,No Poverty indicators,0.8,0.625,1,1,0,0,0,0
China,GOAL 13: Climate Action (5 year moving average),SPI.D3.13.CLMT,No Poverty indicators,0.667,0.667,0.5,1,0,0,0,0
China,GOAL 15: Life on Land (5 year moving average),SPI.D3.15.LAND,No Poverty indicators,0.9,0.818,0.833,1,0,0,0,0
China,GOAL 3: Good Health and Well-being (5 year moving average),SPI.D3.3.HLTH,No Poverty indicators,0.64,0.6,0.68,1,0,0,0,0
China,GOAL 4: Quality Education (5 year moving average),SPI.D3.4.EDUC,No Poverty indicators,0.6,0.6,0.667,1,0,0,0,0
China,GOAL 5: Gender Equality (5 year moving average),SPI.D3.5.GEND,No Poverty indicators,0.4,0.333,0.5,1,0,0,0,0
China,GOAL 6: Clean Water and Sanitation (5 year moving average),SPI.D3.6.WTRS,No Poverty indicators,1,1,0.857,1,0,0,0,0
China,GOAL 7: Affordable and Clean Energy (5 year moving average),SPI.D3.7.ENRG,No Poverty indicators,0.833,0.833,0.833,1,0,0,0,0
China,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI.D3.9.INDY,No Poverty indicators,0.8,0.8,0.9,1,0,0,0,0
China,GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI.D3.8.WORK,No Poverty indicators,0.75,0.778,0.75,1,0,0,0,0
China,Health/Demographic survey (Availability score over 10 years),SPI.D4.1.7.HLTH,Survey,0,0,0,1,0,0,0,0
India,Classification of household consumption,SPI.D5.2.5.HOUS,Classification indicators,1,1,0,0,0,1,0,0
India,Classification of national industry,SPI.D5.2.3.CNIN,Classification indicators,0.5,0.5,0.5,0,0,1,0,0
India,Classification of status of employment,SPI.D5.2.6.EMPL,Classification indicators,1,1,1,0,0,1,0,0
India,Compilation of government finance statistics,SPI.D5.2.8.FINA,Compilation of government finance statistics,1,1,1,0,0,1,0,0
India,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,Compilation of monetary and financial statistics,0,0,0,0,0,1,0,0
India,Dimension 3.4: Institutional Statistics,SPI.DIM3.4.INDEX,Dimension indicators,0.769,0.7945,0.9,0,0,1,0,0
India,Dimension 3.3: Environmental Statistics,SPI.DIM3.3.INDEX,Dimension indicators,0.778,0.7425,0.6665,0,0,1,0,0
India,Dimension 3.2: Economic Statistics,SPI.DIM3.2.INDEX,Dimension indicators,0.932333333,0.8805,0.949,0,0,1,0,0
India,Dimension 3.1: Social Statistics,SPI.DIM3.1.INDEX,Dimension indicators,0.852833333,0.7175,0.776166667,0,0,1,0,0
India,Dimension 2.4: Data services,SPI.DIM2.4.INDEX,Dimension indicators,1,1,1,0,0,1,0,0
India,Dimension 5.5: Finance,SPI.DIM5.5.INDEX,Dimension indicators,0,0,0,0,0,1,0,0
India,Labor Force Survey (Availability score over 10 years),SPI.D4.1.6.LABR,Survey,1,1,1,0,0,1,0,0
India,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,Pillar indicators,55,55,45,0,0,1,0,0
India,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,Pillar indicators,88.33333333,87.73333333,87.73333333,0,0,1,0,0
India,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,Pillar indicators,86.28125,79.1375,84.275,0,0,1,0,0
India,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,Pillar indicators,75.825,71.13333333,71.13333333,0,0,1,0,0
India,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,Pillar indicators,80,80,80,0,0,1,0,0
India,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),SPI.D1.5.POV,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),0,0,0,0,0,1,0,0
India,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,Survey,0.33,0.33,0.33,0,0,1,0,0
India,Business process,SPI.D5.2.10.GSBP,Business process,0,0,1,0,0,1,0,0
India,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,Survey,1,1,1,0,0,1,0,0
India,Dimension 1.5: Data use by international organizations,SPI.DIM1.5.INDEX,Dimension indicators,0.8,0.8,0.8,0,0,1,0,0
India,Dimension 5.2: Standards and Methods,SPI.DIM5.2.INDEX,Dimension indicators,0.55,0.55,0.45,0,0,1,0,0
India,Dimension 5.1: Legislation and governance,SPI.DIM5.1.INDEX,Dimension indicators,1,1,1,0,0,1,0,0
India,Dimension 4.3: Geospatial Data,SPI.DIM4.3.INDEX,Dimension indicators,0.367,0.346,0.346,0,0,1,0,0
India,Dimension 4.2: Administrative Data,SPI.DIM4.2.INDEX,Dimension indicators,1,1,1,0,0,1,0,0
India,GOAL 11: Sustainable Cities and Communities (5 year moving average),SPI.D3.11.CITY,No Poverty indicators,1,0.75,1,0,0,1,0,0
India,GOAL 13: Climate Action (5 year moving average),SPI.D3.13.CLMT,No Poverty indicators,0.667,0.667,0.5,0,0,1,0,0
India,GOAL 15: Life on Land (5 year moving average),SPI.D3.15.LAND,No Poverty indicators,0.889,0.818,0.833,0,0,1,0,0
India,GOAL 3: Good Health and Well-being (5 year moving average),SPI.D3.3.HLTH,No Poverty indicators,0.76,0.68,0.76,0,0,1,0,0
India,GOAL 4: Quality Education (5 year moving average),SPI.D3.4.EDUC,No Poverty indicators,1,0.8,0.833,0,0,1,0,0
India,GOAL 5: Gender Equality (5 year moving average),SPI.D3.5.GEND,No Poverty indicators,0.6,0.5,0.75,0,0,1,0,0
India,GOAL 6: Clean Water and Sanitation (5 year moving average),SPI.D3.6.WTRS,No Poverty indicators,1,0.875,0.714,0,0,1,0,0
India,GOAL 7: Affordable and Clean Energy (5 year moving average),SPI.D3.7.ENRG,No Poverty indicators,0.944,0.944,0.944,0,0,1,0,0
India,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI.D3.9.INDY,No Poverty indicators,0.9,0.9,1,0,0,1,0,0
India,GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI.D3.8.WORK,No Poverty indicators,0.875,0.889,0.875,0,0,1,0,0
India,Health/Demographic survey (Availability score over 10 years),SPI.D4.1.7.HLTH,Survey,1,1,1,0,0,1,0,0
Germany,Classification of household consumption,SPI.D5.2.5.HOUS,Classification indicators,1,1,1,0,1,0,0,0
Germany,Classification of national industry,SPI.D5.2.3.CNIN,Classification indicators,1,1,1,0,1,0,0,0
Germany,Classification of status of employment,SPI.D5.2.6.EMPL,Classification indicators,1,1,1,0,1,0,0,0
Germany,Compilation of government finance statistics,SPI.D5.2.8.FINA,Compilation of government finance statistics,1,1,1,0,1,0,0,0
Germany,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,Compilation of monetary and financial statistics,1,1,1,0,1,0,0,0
Germany,Dimension 3.4: Institutional Statistics,SPI.DIM3.4.INDEX,Dimension indicators,0.806,0.789,0.9335,0,1,0,0,0
Germany,Dimension 3.3: Environmental Statistics,SPI.DIM3.3.INDEX,Dimension indicators,1,0.9545,0.6665,0,1,0,0,0
Germany,Dimension 3.2: Economic Statistics,SPI.DIM3.2.INDEX,Dimension indicators,0.861166667,0.836166667,0.9305,0,1,0,0,0
Germany,Dimension 3.1: Social Statistics,SPI.DIM3.1.INDEX,Dimension indicators,0.8025,0.779166667,0.8245,0,1,0,0,0
Germany,Dimension 2.4: Data services,SPI.DIM2.4.INDEX,Dimension indicators,1,1,1,0,1,0,0,0
Germany,Dimension 5.5: Finance,SPI.DIM5.5.INDEX,Dimension indicators,1,1,1,0,1,0,0,0
Germany,Labor Force Survey (Availability score over 10 years),SPI.D4.1.6.LABR,Survey,1,1,1,0,1,0,0,0
Germany,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,Pillar indicators,95,95,95,0,1,0,0,0
Germany,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,Pillar indicators,95.33333333,94.86666667,94.86666667,0,1,0,0,0
Germany,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,Pillar indicators,84.9625,82.36875,85.8125,0,1,0,0,0
Germany,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,Pillar indicators,85.4,86.675,86.675,0,1,0,0,0
Germany,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,Pillar indicators,100,100,100,0,1,0,0,0
Germany,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),SPI.D1.5.POV,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),1,1,1,0,1,0,0,0
Germany,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,Survey,1,1,1,0,1,0,0,0
Germany,Business process,SPI.D5.2.10.GSBP,Business process,1,1,1,0,1,0,0,0
Germany,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,Survey,1,1,1,0,1,0,0,0
Germany,Dimension 1.5: Data use by international organizations,SPI.DIM1.5.INDEX,Dimension indicators,1,1,1,0,1,0,0,0
Germany,Dimension 5.2: Standards and Methods,SPI.DIM5.2.INDEX,Dimension indicators,0.95,0.95,0.95,0,1,0,0,0
Germany,Dimension 5.1: Legislation and governance,SPI.DIM5.1.INDEX,Dimension indicators,1,1,1,0,1,0,0,0
Germany,Dimension 4.3: Geospatial Data,SPI.DIM4.3.INDEX,Dimension indicators,0.416,0.467,0.467,0,1,0,0,0
Germany,Dimension 4.2: Administrative Data,SPI.DIM4.2.INDEX,Dimension indicators,1,1,1,0,1,0,0,0
Germany,GOAL 11: Sustainable Cities and Communities (5 year moving average),SPI.D3.11.CITY,No Poverty indicators,0.8,0.75,0.75,0,1,0,0,0
Germany,GOAL 13: Climate Action (5 year moving average),SPI.D3.13.CLMT,No Poverty indicators,1,1,0.5,0,1,0,0,0
Germany,GOAL 15: Life on Land (5 year moving average),SPI.D3.15.LAND,No Poverty indicators,1,0.909,0.833,0,1,0,0,0
Germany,GOAL 3: Good Health and Well-being (5 year moving average),SPI.D3.3.HLTH,No Poverty indicators,0.84,0.8,0.84,0,1,0,0,0
Germany,GOAL 4: Quality Education (5 year moving average),SPI.D3.4.EDUC,No Poverty indicators,0.8,0.8,1,0,1,0,0,0
Germany,GOAL 5: Gender Equality (5 year moving average),SPI.D3.5.GEND,No Poverty indicators,0.6,0.5,0.75,0,1,0,0,0
Germany,GOAL 6: Clean Water and Sanitation (5 year moving average),SPI.D3.6.WTRS,No Poverty indicators,0.875,0.875,0.857,0,1,0,0,0
Germany,GOAL 7: Affordable and Clean Energy (5 year moving average),SPI.D3.7.ENRG,No Poverty indicators,0.667,0.667,0.833,0,1,0,0,0
Germany,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI.D3.9.INDY,No Poverty indicators,0.9,0.9,1,0,1,0,0,0
Germany,GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI.D3.8.WORK,No Poverty indicators,1,1,1,0,1,0,0,0
Germany,Health/Demographic survey (Availability score over 10 years),SPI.D4.1.7.HLTH,Survey,1,1,1,0,1,0,0,0
United States,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,Agriculture indicators,1.157299141,1.067377202,0.835369769,0,0,0,0,1
United States,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Agriculture indicators,2.043668024,2.049078157,1.728241601,0,0,0,0,1
United States,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Armed forces,846000000,748000000,693000000,0,0,0,0,1
United States,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Armed forces,11074000000,15592000000,11287000000,0,0,0,0,1
United States,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,Broad money,114.9809344,103.8161168,99.12791711,0,0,0,0,1
United States,Broad money (current LCU),FM.LBL.BMNY.CN,Broad money,2.72E+13,2.70E+13,2.75E+13,0,0,0,0,1
United States,Broad money growth (annual %),FM.LBL.BMNY.ZG,Broad money,16.85668337,-0.84280258,1.776394992,0,0,0,0,1
United States,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,Broad money,38.0210092,38.20783613,35.52887385,0,0,0,0,1
United States,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,Carbon dioxide (CO2) emissions,-4.587387502,-3.956408455,-6.055027574,0,0,0,0,1
United States,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Carbon dioxide (CO2) emissions,4755.1838,4786.6306,4682.0394,0,0,0,0,1
United States,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Carbon dioxide (CO2) emissions,14.32073016,14.36255989,13.97978851,0,0,0,0,1
United States,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Carbon dioxide (CO2) emissions,6.3594,6.3487,6.3151,0,0,0,0,1
United States,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,Carbon dioxide (CO2) emissions,563.2469,591.1872,594.953,0,0,0,0,1
United States,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,Carbon dioxide (CO2) emissions,290.2534,294.5233,299.4196,0,0,0,0,1
United States,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,Carbon dioxide (CO2) emissions,445.7564,451.4372,444.5117,0,0,0,0,1
United States,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,Carbon dioxide (CO2) emissions,158.6825,163.5135,162.9106,0,0,0,0,1
United States,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,Carbon dioxide (CO2) emissions,1627.2035,1580.1893,1463.2807,0,0,0,0,1
United States,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,Carbon dioxide (CO2) emissions,1663.6783,1699.428,1710.6454,0,0,0,0,1
United States,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,Carbon dioxide (CO2) emissions,0.0034,0.0034,0.0034,0,0,0,0,1
United States,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Carbon intensity of GDP,0.200800197,0.197174361,0.18745315,0,0,0,0,1
United States,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,Carbon intensity of GDP,0.227326566,0.223221746,0.21221633,0,0,0,0,1
United States,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Educational attainment,95.25016785,96.48999786,97.84860992,0,0,0,0,1
United States,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,Educational attainment,95.0670929,96.33000183,97.82904816,0,0,0,0,1
United States,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,Educational attainment,95.42427826,96.65000153,97.86711884,0,0,0,0,1
United States,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,Educational attainment,35.04922867,37.65999985,38.5680275,0,0,0,0,1
United States,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,Educational attainment,33.92657089,36.24000168,37.41342545,0,0,0,0,1
United States,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,Educational attainment,97.21868896,98.94999695,99.68959045,0,0,0,0,1
United States,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,Educational attainment,97.28618622,99.02999878,99.65132904,0,0,0,0,1
United States,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,Educational attainment,49.846035,50.24000168,51.0278244,0,0,0,0,1
United States,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,Educational attainment,97.35038757,99.09999847,99.61513519,0,0,0,0,1
United States,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,Educational attainment,14.22381401,14.22000027,14.78660965,0,0,0,0,1
United States,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,Educational attainment,2.118299961,2.140000105,2.195234776,0,0,0,0,1
United States,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Employment,1.27420725,1.223211094,1.181558698,0,0,0,0,1
United States,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,Employment,3.781347827,3.608850979,3.468430495,0,0,0,0,1
United States,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Employment,1.662402861,1.620543798,1.569609917,0,0,0,0,1
United States,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,Employment,0.993735663,0.992310789,0.986813617,0,0,0,0,1
United States,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Employment,2.21511457,2.141272049,2.059249682,0,0,0,0,1
United States,F-gases emissions from Industrial Processes (Mt CO2e),EN.GHG.FGAS.IP.MT.CE.AR5,F-gases emissions from Industrial Processes (Mt CO2e),205.0458,210.4533,216.0088,0,0,0,0,1
United States,Fixed broadband subscriptions,IT.NET.BBND,Fixed broadband subscriptions,126000000,128000000,131000000,0,0,0,0,1
United States,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Fixed broadband subscriptions,37.0074,37.4914,38.0508,0,0,0,0,1
United States,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,Fuel indicator,15.92209481,21.41016561,18.67748725,0,0,0,0,1
United States,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,Fuel indicator,7.628359259,9.565535676,8.412266163,0,0,0,0,1
United States,Methane (CH4) emissions from Agriculture (Mt CO2e),EN.GHG.CH4.AG.MT.CE.AR5,Methane (CH4) emissions,259.9509,255.6978,254.9747,0,0,0,0,1
United States,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CH4.MT.CE.AR5,Methane (CH4) emissions,833.7107,846.1833,861.3611,0,0,0,0,1
United States,Methane (CH4) emissions from Building (Energy) (Mt CO2e),EN.GHG.CH4.BU.MT.CE.AR5,Methane (CH4) emissions,8.4966,9.1158,9.1688,0,0,0,0,1
United States,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CH4.FE.MT.CE.AR5,Methane (CH4) emissions,411.8391,426.9178,442.0622,0,0,0,0,1
United States,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CH4.IC.MT.CE.AR5,Methane (CH4) emissions,1.553,1.4976,1.4794,0,0,0,0,1
United States,Methane (CH4) emissions from Industrial Processes (Mt CO2e),EN.GHG.CH4.IP.MT.CE.AR5,Methane (CH4) emissions,1.0854,1.1362,1.1408,0,0,0,0,1
United States,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CH4.PI.MT.CE.AR5,Methane (CH4) emissions,1.9071,1.8884,1.9154,0,0,0,0,1
United States,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CH4.TR.MT.CE.AR5,Methane (CH4) emissions,3.5505,3.5976,3.6152,0,0,0,0,1
United States,Methane (CH4) emissions from Waste (Mt CO2e),EN.GHG.CH4.WA.MT.CE.AR5,Methane (CH4) emissions,145.3282,146.3322,147.0045,0,0,0,0,1
United States,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,Nitrous oxide (N2O) emissions,9.2595,9.3973,9.537,0,0,0,0,1
United States,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,Nitrous oxide (N2O) emissions,20.9738,21.3674,21.6431,0,0,0,0,1
United States,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,Nitrous oxide (N2O) emissions,7.599,6.9986,5.8421,0,0,0,0,1
United States,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,Nitrous oxide (N2O) emissions,33.9071,34.8685,34.7728,0,0,0,0,1
United States,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,Nitrous oxide (N2O) emissions,2.0222,1.9514,1.9258,0,0,0,0,1
United States,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,Nitrous oxide (N2O) emissions,0.2889,0.2812,0.2958,0,0,0,0,1
United States,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),EN.GHG.N2O.BU.MT.CE.AR5,Nitrous oxide (N2O) emissions,5.6725,5.8284,5.882,0,0,0,0,1
United States,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),EN.GHG.N2O.AG.MT.CE.AR5,Nitrous oxide (N2O) emissions,133.7699,132.1088,131.3947,0,0,0,0,1
United States,Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.N2O.MT.CE.AR5,Nitrous oxide (N2O) emissions,213.493,212.8015,211.2933,0,0,0,0,1
United States,Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.N2O.ZG.AR5,Nitrous oxide (N2O) emissions,-3.385160108,-3.698093842,-4.38061974,0,0,0,0,1
United States,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,Total greenhouse gas emissions,18.06254835,18.14201729,17.79796745,0,0,0,0,1
United States,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,Total greenhouse gas emissions,5997.6507,6046.2157,5960.8044,0,0,0,0,1
United States,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,Total greenhouse gas emissions,-3.408503062,-2.626369143,-4.001908623,0,0,0,0,1
Germany,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,Agriculture indicators,1.274992141,1.158877042,1.00865102,0,1,0,0,0
Germany,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Agriculture indicators,0.88240256,0.88709611,0.723593261,0,1,0,0,0
Germany,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Agriculture indicators,0.742181337,1.003958167,0.841992092,0,1,0,0,0
Germany,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Agriculture indicators,13.88000944,2.643117826,0.641628122,0,1,0,0,0
Germany,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,Agriculture indicators,28277464926,29024871642,29211103381,0,1,0,0,0
Germany,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,Agriculture indicators,25486378000,26160013000,26327863000,0,1,0,0,0
Germany,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,Agriculture indicators,27286000000,39695000000,35242000000,0,1,0,0,0
Germany,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Agriculture indicators,32272252101,41800765691,38106068969,0,1,0,0,0
Germany,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,Agriculture indicators,54380.93844,54958.6171,57378.26094,0,1,0,0,0
Germany,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Armed forces,240000000,288000000,204000000,0,1,0,0,0
Germany,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Armed forces,857000000,1481000000,3287000000,0,1,0,0,0
Germany,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,Carbon dioxide (CO2) emissions,-33.09153436,-34.89820061,-42.45484544,0,1,0,0,0
Germany,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Carbon dioxide (CO2) emissions,677.8039,659.5018,582.9506,0,1,0,0,0
Germany,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Carbon dioxide (CO2) emissions,8.147065538,7.870139121,6.999887128,0,1,0,0,0
Germany,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Carbon dioxide (CO2) emissions,0.6946,0.6193,0.566,0,1,0,0,0
Germany,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,Carbon dioxide (CO2) emissions,129.4108,128.6194,123.6489,0,1,0,0,0
Germany,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,Carbon dioxide (CO2) emissions,28.7903,27.5219,24.0193,0,1,0,0,0
Germany,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,Carbon dioxide (CO2) emissions,92.6406,85.6557,78.2833,0,1,0,0,0
Germany,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,Carbon dioxide (CO2) emissions,45.3731,39.6942,39.1171,0,1,0,0,0
