Country Name,Country Code,Series Name,Series Code,series_type,2021 [YR2021],2022 [YR2022],2023 [YR2023]
Germany,DEU,Arable land (% of land area),AG.LND.ARBL.ZS,Arable land,33.36672486,33.36672773,..
Germany,DEU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,Arable land,0.140126798,..,..
Germany,DEU,Arable land (hectares),AG.LND.ARBL.HA,Arable land,11658000,..,..
Germany,DEU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Armed forces,240000000,288000000,204000000
Germany,DEU,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Armed forces,857000000,1481000000,3287000000
Germany,DEU,"Armed forces personnel, total",MS.MIL.TOTL.P1,Armed forces,..,..,..
Germany,DEU,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,Armed forces,..,..,..
Germany,DEU,Battle-related deaths (number of people),VC.BTL.DETH,Armed forces,..,..,..
Germany,DEU,"Bird species, threatened",EN.BIR.THRD.NO,"Bird species, threatened",..,..,..
Germany,DEU,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,Broad money,..,..,..
Germany,DEU,Broad money (current LCU),FM.LBL.BMNY.CN,Broad money,..,..,..
Germany,DEU,Broad money growth (annual %),FM.LBL.BMNY.ZG,Broad money,..,..,..
Germany,DEU,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,Broad money,..,..,..
Germany,DEU,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,Broad money,187652.27,179721,..
Germany,DEU,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,Carbon dioxide (CO2) emissions,-33.09153436,-34.89820061,-42.45484544
Germany,DEU,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Carbon dioxide (CO2) emissions,677.8039,659.5018,582.9506
Germany,DEU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Carbon dioxide (CO2) emissions,8.147065538,7.870139121,6.999887128
Germany,DEU,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Carbon dioxide (CO2) emissions,0.6946,0.6193,0.566
Germany,DEU,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,Carbon dioxide (CO2) emissions,129.4108,128.6194,123.6489
Germany,DEU,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,Carbon dioxide (CO2) emissions,28.7903,27.5219,24.0193
Germany,DEU,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,Carbon dioxide (CO2) emissions,92.6406,85.6557,78.2833
Germany,DEU,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,Carbon dioxide (CO2) emissions,45.3731,39.6942,39.1171
Germany,DEU,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,Carbon dioxide (CO2) emissions,233.5864,229.6395,177.5638
Germany,DEU,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,Carbon dioxide (CO2) emissions,147.2432,147.7071,139.7212
Germany,DEU,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,Carbon dioxide (CO2) emissions,0.0649,0.0448,0.0309
Germany,DEU,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),EN.GHG.CO2.LU.DF.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
Germany,DEU,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),EN.GHG.CO2.LU.FL.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
Germany,DEU,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),EN.GHG.CO2.LU.OS.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
Germany,DEU,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),EN.GHG.CO2.LU.OL.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
Germany,DEU,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),EN.GHG.CO2.LU.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
Germany,DEU,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Carbon intensity of GDP,0.130406538,0.12517079,0.11093726
Germany,DEU,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,Carbon intensity of GDP,0.185587553,0.178136318,0.157879925
Germany,DEU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",..,..,..
Germany,DEU,Cereal production (metric tons),AG.PRD.CREL.MT,production,42359400,43479000,..
Germany,DEU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,production,6998.1,7126.1,..
Germany,DEU,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,Chemicals (% of value added in manufacturing),3.649205129,..,..
Germany,DEU,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Coal rents (% of GDP),0.014480866,..,..
Germany,DEU,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,Combustible renewables and waste (% of total energy),..,..,..
Germany,DEU,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,Coverage of social insurance programs,..,..,..
Germany,DEU,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,Coverage of social insurance programs,..,..,..
Germany,DEU,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,Coverage of social insurance programs,..,..,..
Germany,DEU,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,Coverage of social insurance programs,..,..,..
Germany,DEU,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,Coverage of social insurance programs,..,..,..
Germany,DEU,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,Coverage of social insurance programs,..,..,..
Germany,DEU,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,production,90.39,91.48,..
Germany,DEU,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",..,..,..
Germany,DEU,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,Educational attainment,37.38505936,38.37149048,..
Germany,DEU,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Educational attainment,93.53834534,93.95913696,..
Germany,DEU,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,Educational attainment,93.93846893,94.34603882,..
Germany,DEU,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,Educational attainment,93.1566391,93.59159088,..
Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,Educational attainment,29.04074669,29.20609856,..
Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,Educational attainment,33.45346069,33.31141663,..
Germany,DEU,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,Educational attainment,99.33370972,99.33924866,..
Germany,DEU,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,Educational attainment,99.00246429,98.99658966,..
Germany,DEU,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,Educational attainment,25.31245613,25.79913902,..
Germany,DEU,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,Educational attainment,98.6864624,98.67108154,..
Germany,DEU,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,Educational attainment,39.42298508,40.19683456,..
Germany,DEU,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,Educational attainment,41.55919647,42.11832809,..
Germany,DEU,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,Educational attainment,12.27093697,12.27674007,..
Germany,DEU,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,Educational attainment,1.683730483,1.756202221,..
Germany,DEU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Electricity production,..,..,..
Germany,DEU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Electricity production,..,..,..
Germany,DEU,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Electricity production,..,..,..
Germany,DEU,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Electricity production,..,..,..
Germany,DEU,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Electricity production,..,..,..
Germany,DEU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Electricity production,..,..,..
Germany,DEU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,Electricity production,..,..,..
Germany,DEU,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,Electricity production,..,..,..
Germany,DEU,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Electricity production,..,..,..
Germany,DEU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,Electricity production,..,..,..
Germany,DEU,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Employment,2.173550826,2.222008385,2.184000507
Germany,DEU,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,Employment,5.647948587,5.696364721,5.547460167
Germany,DEU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Employment,1.246156464,1.240231987,1.198706553
Germany,DEU,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,Employment,0.929196221,0.885764029,0.820314781
Germany,DEU,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Employment,1.523159583,1.550150488,1.529761059
Germany,DEU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Energy,..,..,..
Germany,DEU,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,Energy,..,..,..
Germany,DEU,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Energy,2.7,2.47,..
Germany,DEU,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,Energy,..,..,..
Germany,DEU,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,health expenditure per capita,..,..,..
Germany,DEU,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,health expenditure per capita,..,..,..
Germany,DEU,F-gases emissions from Industrial Processes (Mt CO2e),EN.GHG.FGAS.IP.MT.CE.AR5,F-gases emissions from Industrial Processes (Mt CO2e),11.6421,10.7898,9.7942
Germany,DEU,Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Firms experiencing losses due to theft and vandalism (% of firms),17.9,..,..
Germany,DEU,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),21.3,..,..
Germany,DEU,"Fish species, threatened",EN.FSH.THRD.NO,"Fish species, threatened",..,..,..
Germany,DEU,Fixed broadband subscriptions,IT.NET.BBND,Fixed broadband subscriptions,36900000,37500000,38400000
Germany,DEU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Fixed broadband subscriptions,44.0643,44.6186,45.3805
Germany,DEU,Forest area (sq. km),AG.LND.FRST.K2,Forest indicators,114190,114190,..
Germany,DEU,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,Forest indicators,0.030869694,..,..
Germany,DEU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,Fossil fuel energy consumption (% of total),..,..,..
Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,Forest indicators,32.68267552,32.68548202,..
Germany,DEU,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,Fuel indicator,2.601562674,3.548770397,2.082009742
Germany,DEU,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,Fuel indicator,8.720657358,12.67371836,8.633184056
Germany,DEU,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,Investment,..,..,..
Germany,DEU,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,Investment,..,..,..
Germany,DEU,Land under cereal production (hectares),AG.LND.CREL.HA,production,6053000,6101400,..
Germany,DEU,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,35.35165707,..,..
Germany,DEU,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,production,97.06,93.35,..
Germany,DEU,Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Losses due to theft and vandalism (% of annual sales for affected firms),1.1,..,..
Germany,DEU,Methane (CH4) emissions from Agriculture (Mt CO2e),EN.GHG.CH4.AG.MT.CE.AR5,Methane (CH4) emissions,35.1418,34.4956,34.4947
Germany,DEU,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CH4.MT.CE.AR5,Methane (CH4) emissions,62.396,61.0396,59.5685
Germany,DEU,Methane (CH4) emissions from Building (Energy) (Mt CO2e),EN.GHG.CH4.BU.MT.CE.AR5,Methane (CH4) emissions,3.4484,3.408,3.3773
Germany,DEU,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CH4.FE.MT.CE.AR5,Methane (CH4) emissions,10.2364,10.3882,9.7332
Germany,DEU,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CH4.IC.MT.CE.AR5,Methane (CH4) emissions,0.2208,0.2285,0.2201
Germany,DEU,Methane (CH4) emissions from Industrial Processes (Mt CO2e),EN.GHG.CH4.IP.MT.CE.AR5,Methane (CH4) emissions,0.2765,0.2441,0.2353
Germany,DEU,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CH4.PI.MT.CE.AR5,Methane (CH4) emissions,0.4329,0.4082,0.3885
Germany,DEU,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CH4.TR.MT.CE.AR5,Methane (CH4) emissions,0.2128,0.2041,0.1905
Germany,DEU,Methane (CH4) emissions from Waste (Mt CO2e),EN.GHG.CH4.WA.MT.CE.AR5,Methane (CH4) emissions,12.4265,11.6628,10.9289
Germany,DEU,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Mineral rents (% of GDP),0,..,..
Germany,DEU,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,Nitrous oxide (N2O) emissions,2.1963,2.2041,2.213
Germany,DEU,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,Nitrous oxide (N2O) emissions,1.4625,1.4238,1.3452
Germany,DEU,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,Nitrous oxide (N2O) emissions,1.7936,1.8652,1.4334
Germany,DEU,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,Nitrous oxide (N2O) emissions,4.9532,4.4227,4.1976
Germany,DEU,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,Nitrous oxide (N2O) emissions,0.2844,0.2946,0.2823
Germany,DEU,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,Nitrous oxide (N2O) emissions,0.018,0.0189,0.0169
Germany,DEU,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),EN.GHG.N2O.BU.MT.CE.AR5,Nitrous oxide (N2O) emissions,1.1149,1.1302,1.0889
Germany,DEU,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),EN.GHG.N2O.AG.MT.CE.AR5,Nitrous oxide (N2O) emissions,20.6715,20.0874,19.665
Germany,DEU,Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.N2O.MT.CE.AR5,Nitrous oxide (N2O) emissions,32.4945,31.4469,30.2422
Germany,DEU,Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.N2O.ZG.AR5,Nitrous oxide (N2O) emissions,-49.95310197,-51.56657903,-53.42201605
Germany,DEU,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,Total greenhouse gas emissions,9.417374218,9.093100508,8.186963256
Germany,DEU,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,Total greenhouse gas emissions,783.4886,761.9835,681.8103
Germany,DEU,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,Total greenhouse gas emissions,..,..,..
Germany,DEU,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,Total greenhouse gas emissions,-36.6044664,-38.34453931,-44.8317081
Germany,DEU,Total fisheries production (metric tons),ER.FSH.PROD.MT,production,220301.27,206266,..
China,CHN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,Access to clean fuels and technologies for cooking,85.9,87.8,..
China,CHN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,Access to clean fuels and technologies for cooking,72.4,75.8,..
China,CHN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,Access to clean fuels and technologies for cooking,94.5,95.2,..
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Access to electricity,100,100,..
China,CHN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Access to electricity,100,100,..
China,CHN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Access to electricity,100,100,..
China,CHN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,Adjusted savings,0,..,..
China,CHN,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,Adjusted savings,0,..,..
China,CHN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,Adjusted savings,1.011566518,..,..
China,CHN,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,Adjusted savings,56606890822,..,..
China,CHN,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,Adjusted savings,0.322136444,..,..
China,CHN,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,Adjusted savings,1.21E+11,..,..
China,CHN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,Adjusted savings,0.689430074,..,..
China,CHN,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,Adjusted savings,83796153616,..,..
China,CHN,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,Adjusted savings,0.476864115,..,..
China,CHN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Agriculture indicators,..,..,..
China,CHN,Agricultural land (% of land area),AG.LND.AGRI.ZS,Agriculture indicators,55.44262431,55.43261175,..
China,CHN,Agricultural land (sq. km),AG.LND.AGRI.K2,Agriculture indicators,5206950,..,..
China,CHN,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,Agriculture indicators,2.651291541,2.688769587,2.622876219
China,CHN,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Agriculture indicators,0.339094401,0.381522057,0.36151663
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Agriculture indicators,7.241017469,7.321762465,7.12013561
China,CHN,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Agriculture indicators,7.073796365,4.203498818,4.052145404
China,CHN,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,Agriculture indicators,1.17E+12,1.22E+12,1.27E+12
China,CHN,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,Agriculture indicators,8.36E+12,8.71E+12,9.06E+12
China,CHN,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,Agriculture indicators,8.32E+12,8.82E+12,8.98E+12
China,CHN,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Agriculture indicators,1.29E+12,1.31E+12,1.27E+12
China,CHN,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,Agriculture indicators,6727.528076,7341.601216,7713.734059
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,Air transport,20961.2116,..,..
China,CHN,"Air transport, passengers carried",IS.AIR.PSGR,Air transport,440301216,..,..
China,CHN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Air transport,3906386,..,..
China,CHN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),..,..,..
China,CHN,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,Annual freshwater withdrawals,62.14454059,..,..
China,CHN,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,Annual freshwater withdrawals,20.12936744,..,..
China,CHN,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,Annual freshwater withdrawals,17.72609197,..,..
China,CHN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Annual freshwater withdrawals,20.20974795,..,..
China,CHN,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Annual freshwater withdrawals,568.48,..,..
China,CHN,Aquaculture production (metric tons),ER.FSH.AQUA.MT,Annual freshwater withdrawals,72805297,75388639,..
China,CHN,Arable land (% of land area),AG.LND.ARBL.ZS,Arable land,11.53581215,11.49014999,..
China,CHN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,Arable land,0.077078082,..,..
China,CHN,Arable land (hectares),AG.LND.ARBL.HA,Arable land,108862000,..,..
China,CHN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Armed forces,686000000,717000000,471000000
China,CHN,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Armed forces,1310000000,2083000000,2432000000
China,CHN,"Armed forces personnel, total",MS.MIL.TOTL.P1,Armed forces,..,..,..
China,CHN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,Armed forces,..,..,..
China,CHN,Battle-related deaths (number of people),VC.BTL.DETH,Armed forces,..,..,1
China,CHN,"Bird species, threatened",EN.BIR.THRD.NO,"Bird species, threatened",..,..,..
China,CHN,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,Broad money,203.8378734,217.1287767,227.9445732
China,CHN,Broad money (current LCU),FM.LBL.BMNY.CN,Broad money,2.34E+14,2.62E+14,2.87E+14
China,CHN,Broad money growth (annual %),FM.LBL.BMNY.ZG,Broad money,9.075745734,11.66330022,9.848834535
China,CHN,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,Broad money,10.59672482,11.74127048,11.75872445
China,CHN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,Broad money,13142836.98,13179077.02,..
China,CHN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,Carbon dioxide (CO2) emissions,422.7900552,418.8638989,449.217162
China,CHN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Carbon dioxide (CO2) emissions,12621.6147,12526.8263,13259.639
China,CHN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Carbon dioxide (CO2) emissions,8.936542171,8.870590614,9.399266327
China,CHN,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Carbon dioxide (CO2) emissions,15.9153,15.4808,15.0616
China,CHN,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,Carbon dioxide (CO2) emissions,597.5237,609.6716,655.4274
China,CHN,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,Carbon dioxide (CO2) emissions,697.8658,678.1146,706.7156
China,CHN,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,Carbon dioxide (CO2) emissions,2832.323,2725.5225,2874.023
China,CHN,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,Carbon dioxide (CO2) emissions,1561.9761,1472.2666,1454.067
China,CHN,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,Carbon dioxide (CO2) emissions,5943.0808,6093.1257,6472.9471
China,CHN,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,Carbon dioxide (CO2) emissions,969.4479,929.0863,1077.7615
China,CHN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,Carbon dioxide (CO2) emissions,3.4822,3.5582,3.6358
China,CHN,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),EN.GHG.CO2.LU.DF.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
China,CHN,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),EN.GHG.CO2.LU.FL.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
China,CHN,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),EN.GHG.CO2.LU.OS.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
China,CHN,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),EN.GHG.CO2.LU.OL.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
China,CHN,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),EN.GHG.CO2.LU.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
